Entity,Code,Year,Deaths - Neoplasms - Sex: Both - Age: Under 5 (Rate),Deaths - Neoplasms - Sex: Both - Age: Age-standardized (Rate),Deaths - Neoplasms - Sex: Both - Age: All Ages (Rate),Deaths - Neoplasms - Sex: Both - Age: 70+ years (Rate),Deaths - Neoplasms - Sex: Both - Age: 5-14 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 50-69 years (Rate),Deaths - Neoplasms - Sex: Both - Age: 15-49 years (Rate)
Mali,MLI,2017,9.42,106.78,43.46,774.74,3.02,271.63,18.3
Mali,MLI,2018,9.15,106.44,43.09,774.3,2.99,270.15,18.16
Mali,MLI,2019,8.84,105.65,42.59,768.67,2.94,267.37,18
Malta,MLT,1990,4.8,146.48,165.82,1258.35,3.6,371.73,25.46
Malta,MLT,1991,4.75,144.12,165.4,1245.83,3.48,363.36,25.87
Malta,MLT,1992,4.72,142.68,165.85,1237.09,3.63,360.44,26.57
Malta,MLT,1993,4.66,141.6,166.78,1233.13,3.71,355.61,26.73
Malta,MLT,1994,4.63,138.47,166.2,1204.48,3.38,340.9,26.68
Malta,MLT,1995,4.58,138.35,169.19,1209.77,3.28,334.24,26.5
Malta,MLT,1996,4.55,137.45,171.33,1208.66,3.25,326.15,26.14
Malta,MLT,1997,4.42,136.69,173.32,1207.51,3.22,316.93,26.11
Malta,MLT,1998,4.31,134.37,173,1192.06,3.36,305.18,25.78
Malta,MLT,1999,4.23,133.9,175.82,1196.66,3.52,300.82,25.7
Malta,MLT,2000,4.14,133.61,179.28,1210.57,3.48,294.66,25.52
Malta,MLT,2001,4.11,132.93,182.27,1212.34,3.4,292.75,24.91
Malta,MLT,2002,4.07,132.76,185.62,1210.92,3.48,292.45,24.49
Malta,MLT,2003,4.03,131.69,187.62,1198.96,3.57,291.02,23.96
Malta,MLT,2004,4.04,129.49,188.86,1178.58,3.48,289.85,23.56
Malta,MLT,2005,3.99,126.64,189.07,1149.72,3.34,285.82,23.52
Malta,MLT,2006,3.94,124.53,190.1,1130.28,3.72,279.12,23.68
Malta,MLT,2007,3.96,124.24,193.88,1131.53,3.82,276.78,23.58
Malta,MLT,2008,4,123.88,197.91,1133.59,3.91,276.54,23.23
Malta,MLT,2009,3.87,122.89,201.7,1130.07,3.9,277.94,22.98
Malta,MLT,2010,3.75,121.66,204.75,1129.51,3.89,278.11,22.7
Malta,MLT,2011,3.69,120.48,207.73,1131.8,3.9,279.02,22.44
Malta,MLT,2012,3.58,119.37,210.67,1134.09,3.87,282.37,22.24
Malta,MLT,2013,3.51,117.57,212.56,1123.73,3.85,281.37,21.96
Malta,MLT,2014,3.43,115.88,215.12,1091.2,3.82,279.71,22.07
Malta,MLT,2015,3.42,111.72,212.19,1022.77,3.78,276.82,22.39
Malta,MLT,2016,3.45,111.18,216.42,1011.23,3.8,276.27,22.58
Malta,MLT,2017,3.36,110.37,219.86,995.29,3.73,274.39,22.83
Malta,MLT,2018,3.28,109.63,223.58,985.08,3.7,271.59,23.05
Malta,MLT,2019,3.2,108.92,228.11,983.63,3.65,269.67,23.27
Marshall Islands,MHL,1990,4.36,153.29,56.32,1015.77,3.58,393.34,33.52
Marshall Islands,MHL,1991,4.66,155.69,57.01,1033.45,3.73,396.82,34.78
Marshall Islands,MHL,1992,4.7,157.9,57.64,1051.02,3.8,399.23,35.98
Marshall Islands,MHL,1993,4.66,157.43,57.52,1048.88,3.85,393,36.99
Marshall Islands,MHL,1994,4.67,148.06,55.06,975.94,4.17,358.76,38.18
Marshall Islands,MHL,1995,4.74,150.64,56.33,997.58,4.23,362.18,39.13
Marshall Islands,MHL,1996,4.89,152.28,57.38,1013.63,4.31,360.93,39.7
Marshall Islands,MHL,1997,5.04,154.12,58.6,1031.07,4.39,360.05,40.27
Marshall Islands,MHL,1998,5.21,154.94,59.55,1041.67,4.47,356.88,40.59
Marshall Islands,MHL,1999,5.34,155.8,60.52,1055.13,4.51,355.73,41.08
Marshall Islands,MHL,2000,5.49,157.18,61.83,1068.13,4.56,355.23,41.64
Marshall Islands,MHL,2001,5.61,158.93,63.42,1083.67,4.61,355.32,42.17
Marshall Islands,MHL,2002,5.77,160.56,65.06,1097.51,4.66,356,42.72
Marshall Islands,MHL,2003,6.01,161.65,66.62,1106.26,4.75,356.39,43.19
Marshall Islands,MHL,2004,6.09,162.38,68.02,1112.07,4.78,356.39,43.68
Marshall Islands,MHL,2005,6.13,163.09,69.58,1117.07,4.79,357.42,44.21
Marshall Islands,MHL,2006,6,164.42,71.52,1125.1,4.77,361.28,44.98
Marshall Islands,MHL,2007,5.83,164.46,72.92,1124.96,4.71,362.18,45.33
Marshall Islands,MHL,2008,5.64,164.42,74.35,1123.62,4.64,363.23,45.68
Marshall Islands,MHL,2009,5.46,164.33,75.77,1116.74,4.57,363.84,46.03
Marshall Islands,MHL,2010,5.35,164.42,77.42,1111.93,4.5,364.91,46.42
Marshall Islands,MHL,2011,5.22,164.23,79.04,1109.23,4.43,366.55,46.74
Marshall Islands,MHL,2012,5.02,163.9,80.63,1104.97,4.33,367.87,47.02
Marshall Islands,MHL,2013,4.78,163.56,82.27,1099.31,4.23,369.15,47.3
Marshall Islands,MHL,2014,4.6,163.27,83.92,1092.75,4.17,370.04,47.6
Marshall Islands,MHL,2015,4.52,163.27,85.86,1089.95,4.13,371.63,47.95
Marshall Islands,MHL,2016,4.4,163.19,87.89,1080.95,4.09,372.78,48.28
Marshall Islands,MHL,2017,4.37,163.29,90.07,1073.57,4.08,374.06,48.63
Marshall Islands,MHL,2018,4.28,163.31,92.26,1066.71,4.05,374.78,48.98
Marshall Islands,MHL,2019,4.25,163.18,94.34,1061.95,4.03,375.29,49.29
Mauritania,MRT,1990,6.35,114.23,55.71,817.72,3.37,302.73,19.3
Mauritania,MRT,1991,6.28,112.37,54.45,812.34,3.36,297.69,18.96
Mauritania,MRT,1992,6.26,111.54,53.73,813.49,3.38,296.21,18.8
Mauritania,MRT,1993,6.24,110.72,53.29,819.2,3.4,289.8,18.57
Mauritania,MRT,1994,5.92,107.48,51.21,804.87,3.33,276.15,17.95
Mauritania,MRT,1995,5.67,104.81,49.48,792.61,3.26,264.87,17.52
Mauritania,MRT,1996,6.03,104.05,49.04,790.27,3.55,261.53,17.46
Mauritania,MRT,1997,5.97,102.67,48.18,785.54,3.55,257.11,17.28
Mauritania,MRT,1998,6.09,102.41,48.14,797.1,3.67,254.51,17.21
Mauritania,MRT,1999,5.95,99.89,46.7,790.04,3.65,247.15,16.77
Mauritania,MRT,2000,5.94,100.09,46.53,805.02,3.69,248.24,16.78
Mauritania,MRT,2001,5.8,101.01,46.91,807.51,3.71,246.34,16.81
Mauritania,MRT,2002,5.67,101.36,47.01,811.82,3.7,240.72,16.64
Mauritania,MRT,2003,5.24,100.53,46.58,815.69,3.52,235.99,16.34
Mauritania,MRT,2004,4.96,102.4,47.34,828.2,3.42,238.45,16.52
Mauritania,MRT,2005,5.16,102.6,47.4,829.11,3.66,234.79,16.39
Mauritania,MRT,2006,5.21,104.58,48.45,853.97,3.75,238.62,16.59
Mauritania,MRT,2007,4.87,103.25,47.81,857.82,3.63,231.52,16.21
Mauritania,MRT,2008,4.57,102.54,47.52,862.54,3.52,226.67,15.9
Mauritania,MRT,2009,4.71,104.95,48.87,879.65,3.64,231.94,16.25
Mauritania,MRT,2010,4.33,104.31,48.55,880.54,3.45,226.59,15.99
Mauritania,MRT,2011,4.23,104.86,49.03,892.36,3.43,227.57,15.97
Mauritania,MRT,2012,4.57,106.85,50.39,910.4,3.71,233.63,16.25
Mauritania,MRT,2013,4.52,107.37,50.98,916.82,3.69,234.68,16.19
Mauritania,MRT,2014,4.07,104.59,49.84,902.46,3.49,226.19,15.64
Mauritania,MRT,2015,4.07,104.43,50.07,909.91,3.61,223.21,15.51
Mauritania,MRT,2016,3.72,102.87,49.71,896.49,3.5,220.16,15.23
Mauritania,MRT,2017,3.53,104.53,51.03,910.15,3.46,226.33,15.42
Mauritania,MRT,2018,3.24,103.87,51.11,911.72,3.31,222.59,15.04
Mauritania,MRT,2019,3.22,103.62,51.41,915.59,3.27,221.17,14.7
Mauritius,MUS,1990,5.68,92.32,60.69,686.85,4.87,239.26,18.47
Mauritius,MUS,1991,5.36,90.51,60.22,674.4,4.63,232.2,18.47
Mauritius,MUS,1992,5.46,92.6,62.99,677.95,4.63,239.55,20.21
Mauritius,MUS,1993,5.43,93.15,64.32,682.97,4.77,241.05,20.47
Mauritius,MUS,1994,5.37,93.72,65.51,689.95,4.75,239.95,20.74
Mauritius,MUS,1995,5.3,91.43,65.03,681.02,4.61,232.29,20.3
Mauritius,MUS,1996,5.67,90.52,65.49,686.36,4.72,226,20.23
Mauritius,MUS,1997,5.49,92.35,67.79,706.55,4.98,224.53,20.76
Mauritius,MUS,1998,5.51,90.41,67.57,693.83,4.74,215.93,21
Mauritius,MUS,1999,5.64,90.91,69.44,694.89,4.64,215.75,21.87
Mauritius,MUS,2000,5.48,91.35,71.28,692.52,4.75,218.49,22.17
Mauritius,MUS,2001,5.52,92.92,74.08,704.7,4.84,222.84,22.2
Mauritius,MUS,2002,5.82,93.33,76.18,707.52,4.92,223.22,22.59
Mauritius,MUS,2003,5.72,94.48,79.01,715.22,4.89,224.09,23.88
Mauritius,MUS,2004,5.7,93.04,79.56,715.42,4.29,216.82,24
Mauritius,MUS,2005,5.69,93,81.3,728.97,4.11,212.97,24.08
Mauritius,MUS,2006,5.54,91.93,82.33,723.17,4.18,207.86,24.42
Mauritius,MUS,2007,5.58,89.27,82.39,699.54,4.08,202.61,24.47
Mauritius,MUS,2008,5.44,91.01,86.53,712.67,4.32,208.73,25.01
Mauritius,MUS,2009,5.4,91.41,89.37,715.18,4.47,209.58,25.63
Mauritius,MUS,2010,5.24,89.92,90.31,707.41,4.05,204,25.97
Mauritius,MUS,2011,5.37,87.68,90.71,691.68,3.55,200.41,25.31
Mauritius,MUS,2012,5.62,88.19,94.05,701.98,3.34,202.53,25.18
Mauritius,MUS,2013,5.32,87.61,96.08,704.12,3.49,201.77,24.16
Mauritius,MUS,2014,5.5,88.81,100.38,707.87,3.82,205.38,24.99
Mauritius,MUS,2015,5.52,89.1,103.85,703.44,3.56,207.34,25.75
Mauritius,MUS,2016,5.3,89.62,107.79,711.86,3.58,211.54,24.99
Mauritius,MUS,2017,5.52,91.34,113.34,718.64,3.75,217.19,25.57
Mauritius,MUS,2018,5.4,91.06,116.35,714.54,3.64,219.11,25.28
Mauritius,MUS,2019,5.29,90.33,118.79,708.07,3.58,219.35,24.97
Mexico,MEX,1990,10.19,108.21,55.07,860.87,7.09,233.13,21.41
Mexico,MEX,1991,9.96,106.67,55,855.15,6.79,230.25,21.07
Mexico,MEX,1992,9.72,106.22,55.55,854.33,6.55,230.61,21.04
Mexico,MEX,1993,9.48,106.27,56.36,857.67,6.49,230.47,21.23
Mexico,MEX,1994,9.29,106.1,57.01,860.07,6.43,228.94,21.27
Mexico,MEX,1995,9.17,106.75,58.04,867.09,6.53,229.4,21.31
Mexico,MEX,1996,9.03,106.3,58.56,864.54,6.69,226.64,21.17
Mexico,MEX,1997,8.93,105.93,59.49,857.06,6.78,226.47,21.53
Mexico,MEX,1998,8.82,104.96,60.23,844.48,6.83,226.02,21.75
Mexico,MEX,1999,8.87,102.74,60.25,826.41,6.8,222.38,21.53
Mexico,MEX,2000,8.89,100.31,60.07,810.29,6.78,217.3,21.26
Mexico,MEX,2001,8.8,98.59,60.33,799.91,6.72,212.57,21.09
Mexico,MEX,2002,8.64,98.76,61.75,803.76,6.7,212.59,21.29
Mexico,MEX,2003,8.59,98.5,62.96,804.34,6.68,211.68,21.38
Mexico,MEX,2004,8.52,96.29,62.96,788.94,6.6,206.28,21.07
Mexico,MEX,2005,8.46,96.53,64.62,791.21,6.6,206.84,21.47
Mexico,MEX,2006,8.31,94.13,64.62,772.13,6.56,202.2,21.28
Mexico,MEX,2007,8.17,92.31,64.97,758.78,6.5,197.97,21.27
Mexico,MEX,2008,8.01,93.84,67.61,773.84,6.53,201.27,21.84
Mexico,MEX,2009,7.88,94.6,69.68,782.4,6.5,201.67,22.42
Mexico,MEX,2010,7.78,91.99,69.06,767.93,6.3,193.94,21.62
Mexico,MEX,2011,7.62,90.07,69.12,751.35,6.11,190.82,21.19
Mexico,MEX,2012,7.45,89.68,70.44,745.73,6.03,191.08,21.36
Mexico,MEX,2013,7.24,91.67,73.64,759.52,6.02,196.24,22.21
Mexico,MEX,2014,7.08,91.65,75.26,755.64,6.03,196.88,22.63
Mexico,MEX,2015,6.88,90.89,76.18,747.81,5.95,195.47,22.63
Mexico,MEX,2016,6.62,90.63,77.79,737.94,5.86,196.5,23.18
Mexico,MEX,2017,6.39,92,80.88,742.79,5.85,201.05,24.04
Mexico,MEX,2018,6.26,91.93,82.67,742.75,5.75,200.71,24.23
Mexico,MEX,2019,6.05,92.74,85.18,758.37,5.44,202.89,23.73
Micronesia (country),FSM,1990,5.45,157.68,70.7,1003.84,4.36,412.07,39.13
Micronesia (country),FSM,1991,5.53,158.74,71.32,1013.99,4.4,411.85,39.78
Micronesia (country),FSM,1992,5.55,159.44,71.81,1023.07,4.43,410.84,40.38
Micronesia (country),FSM,1993,5.56,159.77,72.18,1031.07,4.45,408.81,40.92
Micronesia (country),FSM,1994,5.59,160.15,72.63,1040.38,4.47,406.88,41.43
Micronesia (country),FSM,1995,5.5,160.48,72.92,1050.16,4.44,404.14,41.6
Micronesia (country),FSM,1996,5.49,160.66,73.43,1057.76,4.45,400,42.08
Micronesia (country),FSM,1997,5.31,160.5,73.83,1062.95,4.39,394.59,42.4
Micronesia (country),FSM,1998,5.14,160.04,74.14,1066.43,4.32,388.1,42.55
Micronesia (country),FSM,1999,4.99,159.56,74.53,1070.35,4.26,381.66,42.7
Micronesia (country),FSM,2000,4.82,159.41,74.98,1078.86,4.19,380.43,43.42
Micronesia (country),FSM,2001,4.69,159.83,76.03,1088.36,4.12,374.6,43.72
Micronesia (country),FSM,2002,4.55,159.84,76.98,1093.56,4.06,368.7,44.05
Micronesia (country),FSM,2003,4.38,160.02,78.11,1099.28,4,364.32,44.49
Micronesia (country),FSM,2004,4.34,160.42,79.48,1105.61,4.02,361.65,45.01
Micronesia (country),FSM,2005,4.51,160.69,80.72,1111.04,4.11,358.23,45.44
Micronesia (country),FSM,2006,4.34,161.43,82.49,1121.71,4.09,358.8,45.86
Micronesia (country),FSM,2007,4.24,162.07,84.32,1132.15,4.07,358.93,46.18
Micronesia (country),FSM,2008,4.09,162.86,86.31,1142.88,4.03,359.81,46.43
Micronesia (country),FSM,2009,3.9,163.43,88.23,1150.64,3.96,360.62,46.5
Micronesia (country),FSM,2010,3.7,164.03,89.96,1154.06,3.84,359.83,46.44
Micronesia (country),FSM,2011,3.77,164.21,91.81,1160.08,3.78,362.62,46.29
Micronesia (country),FSM,2012,3.84,164.28,93.62,1166.94,3.72,366.29,46.13
Micronesia (country),FSM,2013,3.74,164.64,95.63,1176.41,3.64,371.93,45.98
Micronesia (country),FSM,2014,3.68,165.29,97.85,1186.84,3.58,378.82,45.86
Micronesia (country),FSM,2015,3.84,166.15,99.97,1196.91,3.6,383.88,45.75
Micronesia (country),FSM,2016,3.76,166.66,102.24,1197.44,3.54,389.74,45.54
Micronesia (country),FSM,2017,3.74,167.39,104.67,1194.4,3.54,394.98,45.29
Micronesia (country),FSM,2018,3.64,168.21,107.18,1188.35,3.5,400.05,44.98
Micronesia (country),FSM,2019,3.53,168.85,109.57,1180.65,3.42,404.53,44.54
Middle East & North Africa (WB),,1990,8.01,90.87,44.29,649.32,6.31,218.9,18.42
Middle East & North Africa (WB),,1991,7.77,90.99,44.54,652.74,6.17,219.41,18.34
Middle East & North Africa (WB),,1992,7.57,91.16,44.93,655.84,6.22,219.7,18.37
Middle East & North Africa (WB),,1993,7.38,91.43,45.4,659.94,6.22,220.16,18.48
Middle East & North Africa (WB),,1994,7.15,91.44,45.71,662.51,6.18,219.52,18.56
Middle East & North Africa (WB),,1995,6.97,91.4,45.98,665.39,6.13,218.58,18.53
Middle East & North Africa (WB),,1996,6.77,91.18,46.25,664.33,6.04,217.98,18.59
Middle East & North Africa (WB),,1997,6.6,91.13,46.6,664.39,5.97,217.65,18.65
Middle East & North Africa (WB),,1998,6.4,90.92,46.79,666.49,5.85,215.86,18.44
Middle East & North Africa (WB),,1999,6.26,90.78,47.08,667.12,5.74,214.48,18.38
Middle East & North Africa (WB),,2000,6.12,89.95,47.17,662.36,5.63,211.98,18.28
Middle East & North Africa (WB),,2001,5.99,90.31,47.9,665.26,5.56,212.78,18.33
Middle East & North Africa (WB),,2002,5.84,90.62,48.51,669.97,5.49,212.4,18.26
Middle East & North Africa (WB),,2003,5.67,91.01,49.07,675.23,5.36,212.26,18.15
Middle East & North Africa (WB),,2004,5.58,90.87,49.48,675.35,5.28,211.22,18.11
Middle East & North Africa (WB),,2005,5.48,90.82,50.02,676.72,5.24,210.58,18.12
Middle East & North Africa (WB),,2006,5.38,91,50.72,681.1,5.22,210.6,18.15
Middle East & North Africa (WB),,2007,5.33,91.08,51.25,686.9,5.23,209.09,18.17
Middle East & North Africa (WB),,2008,5.31,91.63,52.09,694.64,5.25,209.5,18.33
Middle East & North Africa (WB),,2009,5.22,92.23,53.05,701.24,5.23,211.08,18.45
Middle East & North Africa (WB),,2010,5.09,92.53,53.92,709.59,5.19,210.23,18.62
Middle East & North Africa (WB),,2011,5.02,92.78,54.85,715.58,5.17,210.09,18.81
Middle East & North Africa (WB),,2012,4.88,93.04,55.9,719.54,5.12,210.99,19.05
Middle East & North Africa (WB),,2013,4.78,93.39,57,727.14,5.11,211.08,19.22
Middle East & North Africa (WB),,2014,4.65,93.78,58.25,734.12,4.93,212.33,19.46
Middle East & North Africa (WB),,2015,4.57,94.61,59.7,743.77,4.71,214.52,19.73
Middle East & North Africa (WB),,2016,4.3,94.54,60.7,745.63,4.54,214.66,19.95
Middle East & North Africa (WB),,2017,4.08,94.15,61.62,744.29,4.47,213.88,20.24
Middle East & North Africa (WB),,2018,3.92,94.16,62.84,745.39,4.37,213.99,20.52
Middle East & North Africa (WB),,2019,3.75,94.1,64.02,745.72,4.22,213.93,20.71
Moldova,MDA,1990,14.81,140.24,141.24,719.6,10.27,447.23,46.2
Moldova,MDA,1991,14.35,142.85,144.93,737.86,10.28,453.87,47.64
Moldova,MDA,1992,14.2,132.92,135.93,704.88,9.94,415.87,43.49
Moldova,MDA,1993,13.74,132.92,137.63,701.3,9.65,419.65,43.88
Moldova,MDA,1994,13.13,143.56,150.55,724.6,9.7,464.91,50.37
Moldova,MDA,1995,12.42,142.58,151.17,701.24,9.46,468.15,53.26
Moldova,MDA,1996,11.64,131.79,141.02,649.57,9,437.26,51.29
Moldova,MDA,1997,11.04,117.94,127.7,589.55,8.75,391.59,46.4
Moldova,MDA,1998,10.43,111.41,122.25,563.14,8.85,368.94,44.41
Moldova,MDA,1999,9.66,110.87,123.68,551.77,8.71,368.43,44.51
Moldova,MDA,2000,9.08,110.66,125.66,547.51,8.28,368.85,43.34
Moldova,MDA,2001,8.8,109.63,126.32,551.32,8.08,358.02,42.33
Moldova,MDA,2002,8.2,112.1,131.15,574.86,7.71,362.24,42.32
Moldova,MDA,2003,7.92,114.79,136.16,596.32,7.21,367.8,42.47
Moldova,MDA,2004,7.54,115.58,139,604.08,6.94,369.5,42.04
Moldova,MDA,2005,7.2,122.19,149.71,631.51,6.97,393.61,44.76
Moldova,MDA,2006,6.98,121.44,150.94,636.27,6.94,387.93,43.95
Moldova,MDA,2007,6.88,122.37,154.23,652.25,6.4,388.61,42.74
Moldova,MDA,2008,6.94,123.12,157.08,658.69,6.02,388.78,41.77
Moldova,MDA,2009,7.01,125.43,162.11,665.52,6.2,396.4,41.56
Moldova,MDA,2010,7.04,129.9,170.79,686.19,6.04,414.08,42.09
Moldova,MDA,2011,7.13,119.26,159.24,649.33,5.65,376.44,36.72
Moldova,MDA,2012,7.26,120.16,163.48,658.15,5.84,379.89,36.09
Moldova,MDA,2013,7.4,117.96,163.13,649.12,5.83,373.84,35.01
Moldova,MDA,2014,7.36,123.31,173.44,674.88,5.86,395.64,36.95
Moldova,MDA,2015,7.43,127.76,182.79,687.67,5.65,421.67,37.87
Moldova,MDA,2016,7.37,124.01,180.72,677.6,5.61,416.48,36.36
Moldova,MDA,2017,7.27,115.94,172.17,652.67,5.51,390.53,33.89
Moldova,MDA,2018,7.01,112.72,170.61,638.94,5.37,384.62,33.43
Moldova,MDA,2019,6.84,110.02,169.31,625.52,5.38,375.34,34.03
Monaco,MCO,1990,10.83,199.89,457.42,1800.35,5.53,519.51,50.53
Monaco,MCO,1991,10.09,199.47,459.18,1800.5,5.38,519.83,51.46
Monaco,MCO,1992,8.88,199.24,461.58,1785.61,5.17,513.91,52.26
Monaco,MCO,1993,8.95,199.68,465.21,1778.68,5.18,507.53,52.72
Monaco,MCO,1994,8.51,200.6,470.08,1785.77,5.09,504.03,53.04
Monaco,MCO,1995,8.11,202.31,476.6,1804.57,5.02,503.07,52.94
Monaco,MCO,1996,7.78,204.9,485.38,1833.66,4.96,502.85,53.04
Monaco,MCO,1997,7.44,208.72,497.47,1886.17,4.89,505.3,53.22
Monaco,MCO,1998,7.16,214.69,514.58,1960.28,4.87,513.38,53.86
Monaco,MCO,1999,6.69,222.61,536.63,2052.36,4.8,525.43,54.96
Monaco,MCO,2000,6.39,231.06,560.01,2151.74,4.74,540.32,56.63
Monaco,MCO,2001,6.13,236.69,576.27,2221.95,4.68,549.15,57.75
Monaco,MCO,2002,5.84,239.85,586.07,2272.54,4.57,557.87,58.43
Monaco,MCO,2003,5.77,242.05,592.73,2316.38,4.55,567.9,59.13
Monaco,MCO,2004,5.57,243.52,597.3,2354.82,4.47,576.02,59.84
Monaco,MCO,2005,5.42,244.45,599.74,2386.13,4.41,580.48,60.3
Monaco,MCO,2006,5.32,245.26,602.36,2412.16,4.35,583.51,60.6
Monaco,MCO,2007,5.18,245.45,604.36,2428.92,4.29,586.52,61.14
Monaco,MCO,2008,5.06,245.53,605.46,2435.23,4.22,589.14,61.71
Monaco,MCO,2009,4.95,245.82,606.51,2436.59,4.17,593.14,62.38
Monaco,MCO,2010,4.84,245.63,605.47,2432.82,4.12,594.43,62.56
Monaco,MCO,2011,4.72,245.02,604.45,2429.94,4.07,597.61,62.93
Monaco,MCO,2012,4.59,244.83,605.69,2429.38,4.03,597.84,63.22
Monaco,MCO,2013,4.45,244.52,606.45,2419.27,3.98,595.08,63.26
Monaco,MCO,2014,4.33,242.86,604.35,2389.86,3.93,585.94,62.19
Monaco,MCO,2015,4.21,240.86,600.69,2356.16,3.88,574.03,61.54
Monaco,MCO,2016,4.11,238.85,598.32,2320.01,3.83,561.47,60.42
Monaco,MCO,2017,3.99,236.79,597.96,2284.9,3.78,547.48,58.63
Monaco,MCO,2018,3.9,235.12,598.12,2259.35,3.73,537.13,57.23
Monaco,MCO,2019,3.83,233.33,598.31,2238.75,3.68,531.75,55.97
Mongolia,MNG,1990,7.13,282.55,135.59,1917.35,5.14,841.43,36.99
Mongolia,MNG,1991,6.86,287.83,137.56,1947.68,5.2,851.45,37.48
Mongolia,MNG,1992,6.63,291.56,138.15,1993.7,5.9,844.45,39.62
Mongolia,MNG,1993,6.4,293.37,139.07,2017.84,6.62,848.63,40.9
Mongolia,MNG,1994,6.17,296.92,139.51,2023.78,6.51,866.16,41.69
Mongolia,MNG,1995,5.95,306.33,141.91,2057.67,6.11,894.07,43.15
Mongolia,MNG,1996,5.76,310.44,143.13,2109.13,5.77,903.42,44.75
Mongolia,MNG,1997,5.56,308.5,141.31,2102.61,5.32,895.01,45.83
Mongolia,MNG,1998,5.34,306.85,140.25,2120.4,4.85,892.39,45.95
Mongolia,MNG,1999,5.15,307.4,139.83,2178.79,4.62,881.87,46.11
Mongolia,MNG,2000,4.95,309.18,139.8,2269.96,4.42,868.26,46.36
Mongolia,MNG,2001,4.63,311.75,141.81,2313.05,4.31,866.67,45.8
Mongolia,MNG,2002,4.55,310.46,141.25,2288.06,4.39,858.81,46.24
Mongolia,MNG,2003,4.46,309.29,141.6,2263.98,4.48,838.04,46.95
Mongolia,MNG,2004,4.36,306.86,141.82,2225.92,4.57,816.08,48.03
Mongolia,MNG,2005,4.21,308.15,143.54,2225.3,4.68,796.74,48.98
Mongolia,MNG,2006,4.07,308.6,145.53,2215.28,4.68,784.4,49.46
Mongolia,MNG,2007,3.94,306.3,146.19,2165.62,4.78,763.82,49.19
Mongolia,MNG,2008,3.82,305.42,148.14,2163.93,4.79,747.07,48.78
Mongolia,MNG,2009,3.73,309.08,152.36,2183.82,4.73,744.35,49.04
Mongolia,MNG,2010,3.61,309.97,155.47,2182.17,4.67,736.52,49.36
Mongolia,MNG,2011,3.46,306.13,157.24,2162.06,4.59,712.16,49.27
Mongolia,MNG,2012,3.35,300.28,157.03,2167.33,4.95,685.16,49.08
Mongolia,MNG,2013,3.24,294.03,157.04,2117.6,4.98,667.13,48.64
Mongolia,MNG,2014,3.11,287.03,156.77,2039.44,4.97,657.1,48.66
Mongolia,MNG,2015,2.65,283.52,158.53,2009.6,4.66,652.11,48.9
Mongolia,MNG,2016,2.46,285.74,163.95,2105.72,4.25,652.75,49.61
Mongolia,MNG,2017,2.75,285.06,167.49,2127.02,4.26,651.55,50.18
Mongolia,MNG,2018,2.69,283.51,171.19,2135.9,4.1,653.01,50.99
Mongolia,MNG,2019,2.63,284.33,175.97,2191.79,3.83,652.46,51.82
Montenegro,MNE,1990,8.29,153.61,152.06,1072.6,6.4,421.33,37.49
Montenegro,MNE,1991,7.75,149.45,149.88,1046.28,6.38,408.94,37.19
Montenegro,MNE,1992,7.54,149.45,152.6,1042.29,6.27,414.91,37.47
Montenegro,MNE,1993,7.41,153.37,159.72,1061.52,6.08,439.23,37.8
Montenegro,MNE,1994,7.31,156.54,166.23,1074.62,6.17,459,38.83
Montenegro,MNE,1995,7.01,157.57,170.5,1080.29,5.88,469.91,40.19
Montenegro,MNE,1996,6.9,159.71,175.76,1093.67,5.49,482.31,41.64
Montenegro,MNE,1997,6.71,164.07,183.86,1116.02,5.41,498.17,43.48
Montenegro,MNE,1998,6.44,164.88,187.76,1102.43,6.12,498.44,45.85
Montenegro,MNE,1999,6.2,164.5,190.19,1091.99,7.16,486.87,48.57
Montenegro,MNE,2000,6.08,165.06,194.7,1098.31,7.05,486.08,48.52
Montenegro,MNE,2001,5.78,167.33,201.74,1105.16,6.11,500.91,48.05
Montenegro,MNE,2002,5.49,169.47,208.57,1122.5,5.07,512.03,47.33
Montenegro,MNE,2003,5.4,172.4,215.57,1139.78,4.64,518.71,47.87
Montenegro,MNE,2004,5.14,174.36,221.43,1163.79,4.56,518.86,47.33
Montenegro,MNE,2005,4.91,176.33,227.28,1190,4.83,518.05,46.86
Montenegro,MNE,2006,4.73,176.67,230.6,1199.25,5.18,512.02,46.56
Montenegro,MNE,2007,4.52,176.19,233.26,1219.5,5.29,502.27,44.81
Montenegro,MNE,2008,4.58,175.59,235.74,1231.52,5.03,493.94,43.35
Montenegro,MNE,2009,4.59,175.06,238.62,1232.84,4.68,489.65,42.96
Montenegro,MNE,2010,4.68,173.2,239.71,1225.15,4.29,483.34,41.68
Montenegro,MNE,2011,4.4,173.01,242.6,1234.45,4,481.8,40.51
Montenegro,MNE,2012,4.26,171.56,243.87,1246.07,3.59,475.12,38.99
Montenegro,MNE,2013,4.05,172.41,248.28,1271.72,3.69,476.57,38.76
Montenegro,MNE,2014,3.99,173.68,253.08,1294.98,4.24,481.36,38.89
Montenegro,MNE,2015,3.58,174.08,256.86,1310.38,4.12,490.1,38.28
Montenegro,MNE,2016,3.64,174.25,260.29,1318.35,3.89,499.37,37.71
